,ID,Tweet
2017-12-04 16:27:53,937720121166041090,dear europ merri christma angela merkel nigel farag fb page
2017-12-04 16:27:14,937719959261728768,dear europ merri christma angela merkel nigel farag fb page
2017-12-04 16:26:51,937719861836468224,world caoonist take week big stori
2017-12-04 16:25:37,937719552036745216,islam affect live much day angela merkel troubl islam nightmar flight check islam presi
2017-12-04 16:24:43,937719325661818880,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 16:24:23,937719238684315648,aboionjon super pac use voter intimid tactic ad claim vote public record ht
2017-12-04 16:23:27,937719006403768320,aboionjon super pac use voter intimid tactic ad claim vote public record
2017-12-04 16:20:49,937718344609775616,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 16:20:12,937718188867051520,spd get closer new grand coalit seem retreat plan opposit whi
2017-12-04 16:18:55,937717865872003072,well done angela merkel immigr polici brought germani perman state terror amp civil war http
2017-12-04 16:18:35,937717780266278913,leader germani social democrat spd said monday would launch talk chancellor angela
2017-12-04 16:15:38,937717039078162432,presid trump need republican roy moor win alabama istandwithmoor istandwithroymoo
2017-12-04 16:15:36,937717031692062720,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 16:15:30,937717003246223360,presid trump need republican roy moor win alabama istandwithmoor
2017-12-04 16:15:15,937716942357622786,berlin munich reuter leader germani social democrat spd said monday would launch talk
2017-12-04 16:15:01,937716884157489152,angela merkel face undermin eu rival hungari orban make german alli
2017-12-04 16:14:27,937716739571441665,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 16:13:49,937716582083678208,leader germani social democrat spd said monday would launch talk chancellor angela merkel co
2017-12-04 16:12:56,937716356845391873,spd leadership unanim decid open talk merkel cdu csu
2017-12-04 16:12:27,937716238846803968,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 16:12:22,937716214897545221,leader germani social democrat spd said monday would launch talk chancellor angela merkel
2017-12-04 16:11:18,937715949553274882,obama question angela merkel increas impo us coal us emiss continu declin w
2017-12-04 16:11:17,937715945354809346,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 16:11:08,937715906192568321,german spd sta talk merkel next week member agre berlin munich reuter
2017-12-04 16:11:08,937715904774844418,spd agre hold talk merkel conserv build possibl govern multipl option tabl
2017-12-04 16:10:20,937715702735228928,nanci wake gloria steinem amelia earha millic fawcett angela merkel gal gadot malala yousafsai mona eltahaw
2017-12-04 16:10:15,937715684578156544,know scarili good angela merkel boy toy like thing anyth
2017-12-04 16:08:50,937715326745276416,nanci wake gloria steinem amelia earha millic fawcett angela merkel gal gadot malala yousafsai mona elt
2017-12-04 16:08:48,937715318784278530,recap angela merkel recruit muslim arm
2017-12-04 16:08:44,937715301910753281,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 16:06:15,937714675269099520,angela merkel face undermin eu rival hungari orban make german alli
2017-12-04 16:05:44,937714546701107201,barricad christma market around europ heabreak world live head turn
2017-12-04 16:04:50,937714322125582336,merkel fatigu germani 12 year angela merkel lead countri larg major german satisfi
2017-12-04 16:04:27,937714224926724096,barricad christma market around europ heabreak world live head turn toward angela merkel
2017-12-04 16:03:57,937714099731009537,spd leadership unanim decid open talk merkel cdu csu
2017-12-04 16:03:27,937713971724943360,german spd sta talk merkel next week member agre berlin munich reuter leader germani
2017-12-04 16:03:22,937713949180616705,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 16:03:00,937713859049246721,spd leadership unanim decid open talk merkel cdu csu
2017-12-04 16:02:25,937713712697348104,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 16:02:17,937713678257917952,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 16:02:09,937713643218718725,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 16:01:50,937713565481426945,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 16:01:48,937713557684224000,angela merkel allow 1 25 million middl eastern immigr germani great idea germani offer
2017-12-04 16:01:25,937713462385442818,spd leadership unanim decid open talk merkel cdu csu
2017-12-04 16:01:19,937713433419665408,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 16:01:01,937713360539410434,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 16:00:44,937713290003800064,spd leadership unanim decid open talk merkel cdu csu
2017-12-04 16:00:25,937713206927208452,spd leadership unanim decid open talk merkel cdu csu
2017-12-04 16:00:17,937713175864266753,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 16:00:06,937713129819197440,europ need leader step merkel goe
2017-12-04 15:59:40,937713021140459520,angela merkel allow 1 25 million middl eastern immigr germani great idea germani offer
2017-12-04 15:59:16,937712917688045568,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:57:49,937712555459477506,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:56:40,937712266681692160,angela merkel rais communist hatr libey never left
2017-12-04 15:56:26,937712207722315781,spd agre hold talk merkel conserv build possibl govern multipl option tabl
2017-12-04 15:55:53,937712069448687616,angela merkel allow 1 25 million middl eastern immigr germani great idea germani offer
2017-12-04 15:54:59,937711842301943809,angela merkel allow 1 25 million middl eastern immigr germani great idea germani offer
2017-12-04 15:54:55,937711824996372480,think princ harri marri angela merkel royal famili go back german root batt
2017-12-04 15:54:48,937711794340102144,angela merkel face undermin eu rival hungari orban make german alli
2017-12-04 15:53:20,937711424884891649,deserv
2017-12-04 15:52:54,937711315866570752,toler merkel govern furi germani without leader seven weeek
2017-12-04 15:52:46,937711284119670784,chancellor angela merkel relationship prime minist recept discuss taipei erdogan turkey
2017-12-04 15:52:19,937711172173774848,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:51:08,937710873954672641,map show first degre everi current european leader
2017-12-04 15:51:03,937710852404273159,squar told germani eu agreement turkish said relationship turkey eu eu need g
2017-12-04 15:50:47,937710783642791936,islam affect live much day angela merkel troubl islam nightmar flight check islam presi
2017-12-04 15:50:43,937710766328758272,map show first degre everi current european leader
2017-12-04 15:50:41,937710760033124353,recap angela merkel recruit muslim arm
2017-12-04 15:50:37,937710744312930304,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:50:30,937710713249734657,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:49:28,937710453832089602,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:49:08,937710367702245377,toler merkel govern furi germani without leader seven weeek
2017-12-04 15:48:51,937710297204260866,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:48:25,937710190346100736,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:48:17,937710155529162752,angela merkel face undermin eu rival hungari orban make german alli
2017-12-04 15:48:00,937710083764604928,recap angela merkel recruit muslim arm
2017-12-04 15:47:54,937710057675931648,german chancellor angela merkel suppo turkey turkish prime minist tip erdogan inform accept th
2017-12-04 15:46:04,937709597984358405,angela merkel rais communist hatr libey never left
2017-12-04 15:45:22,937709420909416448,spd agre hold talk merkel conserv build possibl govern multipl option tabl
2017-12-04 15:45:01,937709333424386048,angela merkel allow 1 25 million middl eastern immigr germani great idea germa
2017-12-04 15:44:55,937709308602605568,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:44:36,937709227073855489,spd agre hold talk merkel conserv build possibl govern multipl option tabl
2017-12-04 15:44:36,937709226755084289,spd agre hold talk merkel conserv build possibl govern multipl option tabl
2017-12-04 15:44:31,937709206693666817,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 15:43:58,937709069112086529,spd agre hold talk merkel conserv build possibl govern multipl option tabl
2017-12-04 15:43:35,937708972009603072,map show first degre everi current european leader
2017-12-04 15:43:08,937708857614327808,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 15:43:02,937708832247005184,map show first degre everi current european leader
2017-12-04 15:42:55,937708804409618434,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 15:42:47,937708771824062464,spd agre hold talk merkel conserv build possibl govern multipl option tabl
2017-12-04 15:42:22,937708667939549184,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 15:42:08,937708608204234752,critic leadership spd yes also watch borgen angela merkel could
2017-12-04 15:41:27,937708433603792897,good news us prefer stabil world german spd agre
2017-12-04 15:40:53,937708291769229312,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:40:48,937708273138053122,spd agre hold talk merkel conserv build possibl govern multipl option tabl
2017-12-04 15:40:47,937708266632744960,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 15:39:23,937707916940935168,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 15:39:12,937707869167747073,angela merkel eu implod via
2017-12-04 15:38:11,937707613709570048,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 15:37:20,937707397610602497,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:35:36,937706964397719552,toler merkel govern furi germani without leader seven weeek
2017-12-04 15:35:21,937706899797168128,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:35:12,937706862631444480,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:35:04,937706831325036545,deserv
2017-12-04 15:34:20,937706646184366082,toler merkel govern furi germani without leader seven weeek
2017-12-04 15:34:18,937706634532573184,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:33:39,937706471692873728,good news us prefer stabil world german spd agre
2017-12-04 15:33:34,937706452348817408,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:33:01,937706312032509957,deserv
2017-12-04 15:32:53,937706280495456256,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:32:51,937706273281363969,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:32:23,937706155475918848,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:31:35,937705951779590144,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 15:31:32,937705938617815042,good news us prefer stabil world german spd agr
2017-12-04 15:31:28,937705923010813952,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:31:19,937705887254372353,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:31:16,937705872058408960,islam affect live much day angela merkel troubl islam nightmar flight check islam presi
2017-12-04 15:30:33,937705690553913344,islam affect live much day angela merkel troubl islam nightmar flight check islam presi
2017-12-04 15:30:28,937705671583322113,toler merkel govern furi germani without leader seven weeek
2017-12-04 15:27:59,937705046686408704,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:27:35,937704947558305793,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 15:26:07,937704577108987905,poland interior minist migrant crisi caus irrespons leader like angela merkel
2017-12-04 15:25:52,937704514559254528,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:25:51,937704508494352387,let us know region anytim soon would fun host
2017-12-04 15:25:48,937704497144631297,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:25:16,937704364088676352,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 15:24:25,937704149369671681,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:23:35,937703940417839105,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:23:08,937703825066151936,toler merkel govern furi germani without leader seven weeek
2017-12-04 15:22:34,937703685395795969,comment nigel farag tweet realli quit someth peopl serious queri whether angela merkel
2017-12-04 15:22:22,937703634917384194,4dc4usa destroy nation angela merkel un driven econom destruct employ obama
2017-12-04 15:22:17,937703613606047745,recap angela merkel recruit muslim arm
2017-12-04 15:21:38,937703446693552128,second guy seen unabl find live woman mention let help angela merk
2017-12-04 15:21:35,937703437524979713,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:21:32,937703421485907968,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 15:21:15,937703351206252544,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:20:59,937703285699383297,explain meghan markl relat angela merkel
2017-12-04 15:20:44,937703223284125696,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:20:17,937703108028792832,know mongolian war lord angela merkel boy toy go easi
2017-12-04 15:19:35,937702934447624192,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 15:19:30,937702910363865088,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:19:22,937702880072650752,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:19:19,937702867263197186,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:19:11,937702834056949760,consid mps must know bundestag hack russia 2015 see
2017-12-04 15:18:07,937702564057010177,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:17:53,937702504283779072,merkel polit end inde come quick opinion mrs merkel
2017-12-04 15:17:15,937702345143668737,well done stand ceta angela merkel accept demand green pay block ratif
2017-12-04 15:16:44,937702217339097089,angela merkel rais communist hatr libey never left
2017-12-04 15:16:34,937702171520401408,week esteem host quiz canadian geographi angela merkel dystopian lover
2017-12-04 15:16:08,937702064200744961,islam affect live much day angela merkel troubl islam nightmar flight check islam presi
2017-12-04 15:15:12,937701829177233408,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:14:48,937701730632028160,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:14:37,937701681244131328,toler merkel govern furi germani without leader seven weeek
2017-12-04 15:14:20,937701610540683264,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:14:03,937701540399370240,destroy nation angela merkel un driven econom destruct employ obama state merkel en
